,0
legalization,22
marijuana,20
within,18
affect,17
concerned,17
construction,17
iliveasnatalie,17
industry,17
professional,17
cannabis,8
https,7
bad,5
jodieemery,5
kirktousaw,5
new,5
still,5
charter,4
act,3
attacks,3
breath,3
canada,3
coming,3
commented,3
counsel,3
criminal,3
early,3
flawed,3
foresee,3
many,3
often,3
pot,3
random,3
restrictive,3
testing,3
understand,3
ways,3
advocate,2
cannabisact,2
created,2
crifici,2
discuss,2
end,2
forward,2
good,2
growers,2
justintrudeau,2
large,2
law,2
lawyers,2
lawyersdailyca,2
like,2
look,2
made,2
momentarily,2
monopolization,2
one,2
policy,2
predictable,2
regulations,2
second,2
ugly,2
unfortunate,2
working,2
ago,1
amp,1
anyone,1
arrests,1
asking,1
association,1
bclarahan,1
big,1
biggest,1
bigoted,1
billblair,1
cannabishelpsme,1
committee,1
concerns,1
court,1
days,1
decriminalize,1
defeated,1
disappointed,1
doctors,1
done,1
drivers,1
driving,1
drugpolicyorg,1
effects,1
emery,1
gptaylormrd,1
health,1
heard,1
historic,1
increased,1
jazfor,1
jodie,1
justicecanadaen,1
kiss,1
laws,1
leaders,1
learn,1
legal,1
let,1
letter,1
license,1
lrlaverdehansen,1
makes,1
may,1
medpot,1
none,1
police,1
possession,1
powers,1
products,1
public,1
puglaas,1
ralphgoodale,1
reform,1
refuses,1
reminding,1
risks,1
roadside,1
say,1
says,1
seems,1
smoked,1
thc,1
tobacco,1
trudeau,1
unconstitutional,1
unjust,1
use,1
user,1
vote,1
waiting,1
willing,1
willontheradio,1
work,1
written,1
wrote,1
years,1
yet,1
